OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
1213,2021/12/05 15:00:00+00,18-49,1290,1899107,526,1694903,38,157943,1854,3228752,564,1645672
1214,2021/12/06 15:00:00+00,18-49,2624,1901731,1150,1696053,198,158141,3972,3232724,1348,1647020
1215,2021/12/07 15:00:00+00,18-49,2651,1904382,1156,1697209,159,158300,3966,3236690,1315,1648335
1216,2021/12/08 15:00:00+00,18-49,2549,1906931,1239,1698448,197,158497,3985,3240675,1436,1649771
1217,2021/12/09 15:00:00+00,18-49,2460,1909391,1100,1699548,148,158645,3708,3244383,1248,1651019
1218,2021/12/10 15:00:00+00,18-49,2700,1912091,1136,1700684,175,158820,4011,3248394,1311,1652330
1219,2021/12/11 15:00:00+00,18-49,1456,1913547,636,1701320,58,158878,2150,3250544,694,1653024
1220,2021/12/12 15:00:00+00,18-49,1122,1914669,468,1701788,50,158928,1640,3252184,518,1653542
1221,2021/12/13 15:00:00+00,18-49,2374,1917043,997,1702785,156,159084,3527,3255711,1153,1654695
1222,2021/12/14 15:00:00+00,18-49,2554,1919597,1102,1703887,154,159238,3810,3259521,1256,1655951
1223,2021/12/15 15:00:00+00,18-49,2552,1922149,1045,1704932,160,159398,3757,3263278,1205,1657156
1224,2021/12/16 15:00:00+00,18-49,2836,1924985,767,1705699,162,159560,3765,3267043,929,1658085
1225,2021/12/17 15:00:00+00,18-49,2942,1927927,1056,1706755,121,159681,4119,3271162,1177,1659262
1226,2021/12/18 15:00:00+00,18-49,1892,1929819,654,1707409,47,159728,2593,3273755,701,1659963
1227,2021/12/19 15:00:00+00,18-49,1347,1931166,466,1707875,22,159750,1835,3275590,488,1660451
1228,2021/12/20 15:00:00+00,18-49,3602,1934768,968,1708843,111,159861,4681,3280271,1079,1661530
1229,2021/12/21 15:00:00+00,18-49,3730,1938498,1163,1710006,121,159982,5014,3285285,1284,1662814
1230,2021/12/22 15:00:00+00,18-49,3852,1942350,1312,1711318,103,160085,5267,3290552,1415,1664229
1231,2021/12/23 15:00:00+00,18-49,3465,1945815,966,1712284,108,160193,4539,3295091,1074,1665303
1232,2021/12/24 15:00:00+00,18-49,779,1946594,387,1712671,23,160216,1189,3296280,410,1665713
1233,2021/12/25 15:00:00+00,18-49,22,1946616,16,1712687,,160216,,3296280,,1665713
1234,2021/12/26 15:00:00+00,18-49,1116,1947732,574,1713261,31,160247,1721,3298001,605,1666318
1235,2021/12/27 15:00:00+00,18-49,3099,1950831,1126,1714387,95,160342,4320,3302321,1221,1667539
1236,2021/12/28 15:00:00+00,18-49,3361,1954192,1208,1715595,129,160471,4698,3307019,1337,1668876
1237,2021/12/29 15:00:00+00,18-49,3387,1957579,1203,1716798,107,160578,4697,3311716,1310,1670186
1238,2022/01/23 15:00:00+00,12-17,240,371282,175,335722,,153,,169156,,86547
1239,2022/01/24 15:00:00+00,12-17,374,371656,299,336021,1,154,674,169830,300,86847
1240,2022/01/25 15:00:00+00,12-17,317,371973,335,336356,,154,,169830,,86847
1241,2022/01/26 15:00:00+00,12-17,337,372310,438,336794,,154,,169830,,86847
1242,2022/01/27 15:00:00+00,12-17,287,372597,361,337155,,154,,169830,,86847
1243,2022/01/28 15:00:00+00,12-17,334,372931,387,337542,,154,,169830,,86847
1244,2022/01/29 15:00:00+00,12-17,272,373203,294,337836,,154,,169830,,86847
1245,2022/01/30 15:00:00+00,12-17,162,373365,199,338035,,154,,169830,,86847
1246,2022/01/31 15:00:00+00,12-17,302,373667,382,338417,,154,,169830,,86847
1247,2022/02/01 15:00:00+00,12-17,243,373910,388,338805,,154,,169830,,86847
1248,2022/02/02 15:00:00+00,12-17,247,374157,396,339201,,154,,169830,,86847
1249,2022/02/03 15:00:00+00,12-17,234,374391,380,339581,,154,,169830,,86847
1250,2022/02/04 15:00:00+00,12-17,250,374641,551,340132,,154,,169830,,86847
1251,2022/02/05 15:00:00+00,12-17,255,374896,369,340501,,154,,169830,,86847
1252,2022/02/06 15:00:00+00,12-17,115,375011,155,340656,,154,,169830,,86847
1253,2022/02/07 15:00:00+00,12-17,176,375187,286,340942,,154,,169830,,86847
1254,2022/02/08 15:00:00+00,12-17,199,375386,336,341278,,154,,169830,,86847
1255,2022/02/09 15:00:00+00,12-17,204,375590,335,341613,,154,,169830,,86847
1256,2022/02/10 15:00:00+00,12-17,175,375765,310,341923,,154,,169830,,86847
1257,2022/02/11 15:00:00+00,12-17,244,376009,378,342301,,154,,169830,,86847
1258,2022/02/12 15:00:00+00,12-17,191,376200,285,342586,,154,,169830,,86847
1259,2022/02/13 15:00:00+00,12-17,88,376288,138,342724,,154,,169830,,86847
1260,2022/02/14 15:00:00+00,12-17,148,376436,264,342988,,154,,169830,,86847
1261,2022/02/15 15:00:00+00,12-17,156,376592,233,343221,,154,,169830,,86847
1262,2022/02/16 15:00:00+00,12-17,141,376733,276,343497,,154,,169830,,86847
1263,2022/02/17 15:00:00+00,12-17,152,376885,262,343759,,154,,169830,,86847
1264,2022/02/18 15:00:00+00,12-17,222,377107,298,344057,,154,,169830,,86847
1265,2022/02/19 15:00:00+00,12-17,163,377270,209,344266,,154,,169830,,86847
1266,2022/02/20 15:00:00+00,12-17,99,377369,125,344391,,154,,169830,,86847
1267,2022/02/21 15:00:00+00,12-17,154,377523,223,344614,,154,,169830,,86847
1268,2022/02/22 15:00:00+00,12-17,126,377649,200,344814,,154,,169830,,86847
1269,2022/02/23 15:00:00+00,12-17,155,377804,208,345022,,154,,169830,,86847
1270,2022/02/24 15:00:00+00,12-17,139,377943,168,345190,,154,,169830,,86847
1271,2022/02/25 15:00:00+00,12-17,159,378102,233,345423,,154,,169830,,86847
1272,2022/02/26 15:00:00+00,12-17,153,378255,172,345595,,154,,169830,,86847
1273,2022/02/27 15:00:00+00,12-17,69,378324,68,345663,,154,,169830,,86847
1274,2022/02/28 15:00:00+00,12-17,108,378432,149,345812,1,155,258,170088,150,86997
1275,2022/03/01 15:00:00+00,12-17,127,378559,168,345980,,155,,170088,,86997
1276,2022/03/02 15:00:00+00,12-17,142,378701,136,346116,,155,,170088,,86997
1277,2022/03/03 15:00:00+00,12-17,105,378806,122,346238,,155,,170088,,86997
1278,2022/03/04 15:00:00+00,12-17,167,378973,197,346435,,155,,170088,,86997
1279,2022/03/05 15:00:00+00,12-17,98,379071,148,346583,,155,,170088,,86997
1280,2022/03/06 15:00:00+00,12-17,55,379126,72,346655,,155,,170088,,86997
1281,2022/03/07 15:00:00+00,12-17,111,379237,122,346777,,155,,170088,,86997
1282,2022/03/08 15:00:00+00,12-17,106,379343,109,346886,,155,,170088,,86997
1283,2022/03/09 15:00:00+00,12-17,91,379434,133,347019,,155,,170088,,86997
1284,2022/03/10 15:00:00+00,12-17,93,379527,108,347127,,155,,170088,,86997
1285,2022/03/11 15:00:00+00,12-17,97,379624,172,347299,,155,,170088,,86997
1286,2022/03/12 15:00:00+00,12-17,65,379689,68,347367,,155,,170088,,86997
1287,2022/03/13 15:00:00+00,12-17,49,379738,62,347429,,155,,170088,,86997
1288,2021/12/30 15:00:00+00,18-49,2883,1960462,1160,1717958,97,160675,4140,3315856,1257,1671443
1289,2021/12/31 15:00:00+00,18-49,1060,1961522,458,1718416,61,160736,1579,3317435,519,1671962
1290,2022/01/01 15:00:00+00,18-49,324,1961846,110,1718526,22,160758,456,3317891,132,1672094
1291,2022/01/02 15:00:00+00,18-49,931,1962777,423,1718949,27,160785,1381,3319272,450,1672544
1292,2022/01/03 15:00:00+00,18-49,1638,1964415,672,1719621,58,160843,2368,3321640,730,1673274
1293,2022/01/04 15:00:00+00,18-49,2651,1967066,1017,1720638,109,160952,3777,3325417,1126,1674400
1294,2022/01/05 15:00:00+00,18-49,2954,1970020,1235,1721873,129,161081,4318,3329735,1364,1675764
1295,2022/01/06 15:00:00+00,18-49,2881,1972901,1140,1723013,121,161202,4142,3333877,1261,1677025
1296,2022/01/07 15:00:00+00,18-49,2707,1975608,983,1723996,107,161309,3797,3337674,1090,1678115
1297,2022/01/08 15:00:00+00,18-49,1778,1977386,700,1724696,56,161365,2534,3340208,756,1678871
1298,2022/01/09 15:00:00+00,18-49,1205,1978591,435,1725131,35,161400,1675,3341883,470,1679341
1299,2022/01/10 15:00:00+00,18-49,2985,1981576,1194,1726325,118,161518,4297,3346180,1312,1680653
1300,2022/01/11 15:00:00+00,18-49,2924,1984500,1270,1727595,106,161624,4300,3350480,1376,1682029
1301,2022/01/12 15:00:00+00,18-49,2957,1987457,1266,1728861,126,161750,4349,3354829,1392,1683421
1302,2022/01/13 15:00:00+00,18-49,2822,1990279,1201,1730062,100,161850,4123,3358952,1301,1684722
1303,2022/01/14 15:00:00+00,18-49,2904,1993183,1015,1731077,102,161952,4021,3362973,1117,1685839
1304,2022/01/15 15:00:00+00,18-49,1600,1994783,417,1731494,41,161993,2058,3365031,458,1686297
1305,2022/01/16 15:00:00+00,18-49,925,1995708,335,1731829,15,162008,1275,3366306,350,1686647
1306,2022/01/17 15:00:00+00,18-49,1656,1997364,815,1732644,65,162073,2536,3368842,880,1687527
1307,2022/01/18 15:00:00+00,18-49,2355,1999719,1211,1733855,67,162140,3633,3372475,1278,1688805
1308,2022/01/19 15:00:00+00,18-49,2317,2002036,1243,1735098,60,162200,3620,3376095,1303,1690108
1309,2022/01/20 15:00:00+00,18-49,2079,2004115,1082,1736180,68,162268,3229,3379324,1150,1691258
1310,2022/01/21 15:00:00+00,18-49,2521,2006636,862,1737042,91,162359,3474,3382798,953,1692211
1311,2022/01/22 15:00:00+00,18-49,1439,2008075,433,1737475,58,162417,1930,3384728,491,1692702
1312,2022/01/23 15:00:00+00,18-49,970,2009045,459,1737934,24,162441,1453,3386181,483,1693185
1313,2022/01/24 15:00:00+00,18-49,1964,2011009,1020,1738954,71,162512,3055,3389236,1091,1694276
1314,2022/01/25 15:00:00+00,18-49,1666,2012675,1151,1740105,72,162584,2889,3392125,1223,1695499
1315,2022/01/26 15:00:00+00,18-49,1714,2014389,1201,1741306,65,162649,2980,3395105,1266,1696765
1316,2022/01/27 15:00:00+00,18-49,1714,2016103,1192,1742498,65,162714,2971,3398076,1257,1698022
1317,2022/01/28 15:00:00+00,18-49,1831,2017934,1123,1743621,49,162763,3003,3401079,1172,1699194
1318,2022/01/29 15:00:00+00,18-49,1069,2019003,552,1744173,28,162791,1649,3402728,580,1699774
1319,2022/01/30 15:00:00+00,18-49,776,2019779,520,1744693,14,162805,1310,3404038,534,1700308
1320,2022/01/31 15:00:00+00,18-49,1505,2021284,1119,1745812,44,162849,2668,3406706,1163,1701471
1321,2022/02/01 15:00:00+00,18-49,1216,2022500,1140,1746952,58,162907,2414,3409120,1198,1702669
1322,2022/02/02 15:00:00+00,18-49,1159,2023659,1227,1748179,56,162963,2442,3411562,1283,1703952
1323,2022/02/03 15:00:00+00,18-49,1249,2024908,1193,1749372,28,162991,2470,3414032,1221,1705173
1324,2022/02/04 15:00:00+00,18-49,1328,2026236,1317,1750689,39,163030,2684,3416716,1356,1706529
1325,2022/02/05 15:00:00+00,18-49,772,2027008,783,1751472,30,163060,1585,3418301,813,1707342
1326,2022/02/06 15:00:00+00,18-49,529,2027537,452,1751924,17,163077,998,3419299,469,1707811
1327,2022/02/07 15:00:00+00,18-49,1052,2028589,1136,1753060,41,163118,2229,3421528,1177,1708988
1328,2022/02/08 15:00:00+00,18-49,981,2029570,1200,1754260,40,163158,2221,3423749,1240,1710228
1329,2022/02/09 15:00:00+00,18-49,1041,2030611,1223,1755483,53,163211,2317,3426066,1276,1711504
1330,2022/02/10 15:00:00+00,18-49,955,2031566,1034,1756517,42,163253,2031,3428097,1076,1712580
1331,2022/02/11 15:00:00+00,18-49,1167,2032733,1233,1757750,41,163294,2441,3430538,1274,1713854
1332,2022/02/12 15:00:00+00,18-49,692,2033425,714,1758464,19,163313,1425,3431963,733,1714587
1333,2022/02/13 15:00:00+00,18-49,358,2033783,409,1758873,9,163322,776,3432739,418,1715005
1334,2022/02/14 15:00:00+00,18-49,805,2034588,889,1759762,69,163391,1763,3434502,958,1715963
1335,2021/09/27 15:00:00+00,50-64,683,947248,459,886575,64,93686,1206,1602314,523,856124
1336,2021/09/28 15:00:00+00,50-64,681,947929,697,887272,55,93741,1433,1603747,752,856876
1337,2021/09/29 15:00:00+00,50-64,681,948610,727,887999,70,93811,1478,1605225,797,857673
1338,2021/09/30 15:00:00+00,50-64,717,949327,759,888758,80,93891,1556,1606781,839,858512
1339,2021/10/01 15:00:00+00,50-64,845,950172,953,889711,83,93974,1881,1608662,1036,859548
1340,2021/10/02 15:00:00+00,50-64,481,950653,452,890163,28,94002,961,1609623,480,860028
1341,2021/10/03 15:00:00+00,50-64,293,950946,304,890467,13,94015,610,1610233,317,860345
1342,2021/10/04 15:00:00+00,50-64,699,951645,583,891050,74,94089,1356,1611589,657,861002
1343,2021/10/05 15:00:00+00,50-64,676,952321,623,891673,60,94149,1359,1612948,683,861685
1344,2021/10/06 15:00:00+00,50-64,718,953039,609,892282,78,94227,1405,1614353,687,862372
1345,2021/10/07 15:00:00+00,50-64,762,953801,606,892888,83,94310,1451,1615804,689,863061
1346,2021/10/08 15:00:00+00,50-64,823,954624,688,893576,89,94399,1600,1617404,777,863838
1347,2021/10/09 15:00:00+00,50-64,466,955090,397,893973,28,94427,891,1618295,425,864263
1348,2021/10/10 15:00:00+00,50-64,279,955369,302,894275,6,94433,587,1618882,308,864571
1349,2021/10/11 15:00:00+00,50-64,764,956133,609,894884,79,94512,1452,1620334,688,865259
1350,2021/10/12 15:00:00+00,50-64,664,956797,579,895463,79,94591,1322,1621656,658,865917
1351,2021/10/13 15:00:00+00,50-64,713,957510,593,896056,97,94688,1403,1623059,690,866607
1352,2021/10/14 15:00:00+00,50-64,641,958151,586,896642,90,94778,1317,1624376,676,867283
1353,2021/10/15 15:00:00+00,50-64,796,958947,664,897306,102,94880,1562,1625938,766,868049
1354,2021/10/16 15:00:00+00,50-64,395,959342,387,897693,34,94914,816,1626754,421,868470
1355,2021/10/17 15:00:00+00,50-64,261,959603,233,897926,9,94923,503,1627257,242,868712
1356,2021/10/18 15:00:00+00,50-64,776,960379,635,898561,89,95012,1500,1628757,724,869436
1357,2021/10/19 15:00:00+00,50-64,638,961017,504,899065,55,95067,1197,1629954,559,869995
1358,2021/10/20 15:00:00+00,50-64,626,961643,559,899624,74,95141,1259,1631213,633,870628
1359,2021/10/21 15:00:00+00,50-64,578,962221,544,900168,87,95228,1209,1632422,631,871259
1360,2021/10/22 15:00:00+00,50-64,859,963080,615,900783,84,95312,1558,1633980,699,871958
1361,2021/10/23 15:00:00+00,50-64,521,963601,315,901098,30,95342,866,1634846,345,872303
1362,2021/10/24 15:00:00+00,50-64,348,963949,204,901302,23,95365,575,1635421,227,872530
1363,2021/10/25 15:00:00+00,50-64,811,964760,512,901814,91,95456,1414,1636835,603,873133
1364,2021/10/26 15:00:00+00,50-64,846,965606,538,902352,79,95535,1463,1638298,617,873750
1365,2021/10/27 15:00:00+00,50-64,847,966453,558,902910,127,95662,1532,1639830,685,874435
1366,2021/10/28 15:00:00+00,50-64,809,967262,614,903524,85,95747,1508,1641338,699,875134
1367,2021/10/29 15:00:00+00,50-64,1018,968280,615,904139,101,95848,1734,1643072,716,875850
1368,2021/10/30 15:00:00+00,50-64,581,968861,335,904474,41,95889,957,1644029,376,876226
1369,2021/10/31 15:00:00+00,50-64,379,969240,218,904692,20,95909,617,1644646,238,876464
1370,2021/11/01 15:00:00+00,50-64,899,970139,579,905271,96,96005,1574,1646220,675,877139
1371,2021/11/02 15:00:00+00,50-64,877,971016,556,905827,100,96105,1533,1647753,656,877795
1372,2021/11/03 15:00:00+00,50-64,896,971912,526,906353,119,96224,1541,1649294,645,878440
1373,2021/11/04 15:00:00+00,50-64,797,972709,575,906928,96,96320,1468,1650762,671,879111
1374,2021/11/05 15:00:00+00,50-64,1032,973741,675,907603,115,96435,1822,1652584,790,879901
1375,2021/11/06 15:00:00+00,50-64,550,974291,325,907928,29,96464,904,1653488,354,880255
1376,2021/11/07 15:00:00+00,50-64,328,974619,193,908121,17,96481,538,1654026,210,880465
1377,2021/11/08 15:00:00+00,50-64,658,975277,605,908726,106,96587,1369,1655395,711,881176
1378,2021/11/09 15:00:00+00,50-64,742,976019,458,909184,69,96656,1269,1656664,527,881703
1379,2021/11/10 15:00:00+00,50-64,791,976810,469,909653,88,96744,1348,1658012,557,882260
1380,2021/11/11 15:00:00+00,50-64,888,977698,402,910055,61,96805,1351,1659363,463,882723
1381,2021/11/12 15:00:00+00,50-64,935,978633,523,910578,76,96881,1534,1660897,599,883322
1382,2022/03/14 15:00:00+00,12-17,88,379826,80,347509,1,156,169,170257,81,87078
1383,2022/03/15 15:00:00+00,12-17,73,379899,112,347621,,156,,170257,,87078
1384,2022/03/16 15:00:00+00,12-17,97,379996,99,347720,,156,,170257,,87078
1385,2022/03/17 15:00:00+00,12-17,70,380066,91,347811,,156,,170257,,87078
1386,2022/03/18 15:00:00+00,12-17,116,380182,138,347949,,156,,170257,,87078
1387,2022/03/19 15:00:00+00,12-17,67,380249,95,348044,,156,,170257,,87078
1388,2022/03/20 15:00:00+00,12-17,40,380289,54,348098,,156,,170257,,87078
1389,2022/03/21 15:00:00+00,12-17,73,380362,83,348181,,156,,170257,,87078
1390,2022/03/22 15:00:00+00,12-17,69,380431,88,348269,,156,,170257,,87078
1391,2022/03/23 15:00:00+00,12-17,89,380520,97,348366,,156,,170257,,87078
1392,2022/03/24 15:00:00+00,12-17,74,380594,82,348448,,156,,170257,,87078
1393,2022/03/25 15:00:00+00,12-17,91,380685,133,348581,,156,,170257,,87078
1394,2022/03/26 15:00:00+00,12-17,75,380760,77,348658,,156,,170257,,87078
1395,2022/03/27 15:00:00+00,12-17,24,380784,47,348705,,156,,170257,,87078
1396,2022/03/28 15:00:00+00,12-17,66,380850,83,348788,,156,,170257,,87078
1397,2022/03/29 15:00:00+00,12-17,81,380931,74,348862,,156,,170257,,87078
1398,2022/03/30 15:00:00+00,12-17,55,380986,82,348944,,156,,170257,,87078
1399,2022/03/31 15:00:00+00,12-17,67,381053,109,349053,,156,,170257,,87078
1400,2022/04/01 15:00:00+00,12-17,79,381132,96,349149,,156,,170257,,87078
1401,2022/04/02 15:00:00+00,12-17,64,381196,48,349197,,156,,170257,,87078
1402,2022/04/03 15:00:00+00,12-17,26,381222,34,349231,,156,,170257,,87078
1403,2022/04/04 15:00:00+00,12-17,51,381273,62,349293,,156,,170257,,87078
1404,2022/04/05 15:00:00+00,12-17,51,381324,51,349344,,156,,170257,,87078
1405,2022/04/06 15:00:00+00,12-17,59,381383,57,349401,,156,,170257,,87078
1406,2022/04/07 15:00:00+00,12-17,73,381456,48,349449,,156,,170257,,87078
1407,2022/04/08 15:00:00+00,12-17,65,381521,74,349523,,156,,170257,,87078
1408,2022/04/09 15:00:00+00,12-17,60,381581,52,349575,,156,,170257,,87078
1409,2022/04/10 15:00:00+00,12-17,21,381602,22,349597,,156,,170257,,87078
1410,2022/04/11 15:00:00+00,12-17,70,381672,56,349653,,156,,170257,,87078
1411,2022/04/12 15:00:00+00,12-17,78,381750,67,349720,,156,,170257,,87078
1412,2022/04/13 15:00:00+00,12-17,55,381805,51,349771,,156,,170257,,87078
1413,2022/04/14 15:00:00+00,12-17,101,381906,69,349840,,156,,170257,,87078
1414,2022/04/15 15:00:00+00,12-17,78,381984,73,349913,,156,,170257,,87078
1415,2022/04/16 15:00:00+00,12-17,48,382032,56,349969,,156,,170257,,87078
1416,2022/04/17 15:00:00+00,12-17,10,382042,14,349983,,156,,170257,,87078
1417,2022/04/18 15:00:00+00,12-17,64,382106,59,350042,,156,,170257,,87078
1418,2022/04/19 15:00:00+00,12-17,51,382157,53,350095,,156,,170257,,87078
1419,2022/04/20 15:00:00+00,12-17,17,382174,24,350119,,156,,170257,,87078
1420,2022/02/15 15:00:00+00,18-49,1068,2035656,959,1760721,35,163426,2062,3436564,994,1716957
1421,2022/02/16 15:00:00+00,18-49,796,2036452,946,1761667,35,163461,1777,3438341,981,1717938
1422,2022/02/17 15:00:00+00,18-49,802,2037254,867,1762534,38,163499,1707,3440048,905,1718843
1423,2022/02/18 15:00:00+00,18-49,917,2038171,1067,1763601,46,163545,2030,3442078,1113,1719956
1424,2022/02/19 15:00:00+00,18-49,519,2038690,678,1764279,15,163560,1212,3443290,693,1720649
1425,2022/02/20 15:00:00+00,18-49,347,2039037,405,1764684,13,163573,765,3444055,418,1721067
1426,2022/02/21 15:00:00+00,18-49,573,2039610,783,1765467,33,163606,1389,3445444,816,1721883
1427,2022/02/22 15:00:00+00,18-49,695,2040305,762,1766229,30,163636,1487,3446931,792,1722675
1428,2022/02/23 15:00:00+00,18-49,777,2041082,696,1766925,22,163658,1495,3448426,718,1723393
1429,2022/02/24 15:00:00+00,18-49,728,2041810,700,1767625,35,163693,1463,3449889,735,1724128
1430,2022/02/25 15:00:00+00,18-49,819,2042629,743,1768368,36,163729,1598,3451487,779,1724907
1431,2022/02/26 15:00:00+00,18-49,512,2043141,432,1768800,16,163745,960,3452447,448,1725355
1432,2022/02/27 15:00:00+00,18-49,326,2043467,273,1769073,14,163759,613,3453060,287,1725642
1433,2022/02/28 15:00:00+00,18-49,704,2044171,692,1769765,33,163792,1429,3454489,725,1726367
1434,2022/03/01 15:00:00+00,18-49,610,2044781,560,1770325,22,163814,1192,3455681,582,1726949
1435,2022/03/02 15:00:00+00,18-49,554,2045335,592,1770917,37,163851,1183,3456864,629,1727578
1436,2022/03/03 15:00:00+00,18-49,611,2045946,537,1771454,30,163881,1178,3458042,567,1728145
1437,2022/03/04 15:00:00+00,18-49,667,2046613,674,1772128,31,163912,1372,3459414,705,1728850
1438,2022/03/05 15:00:00+00,18-49,347,2046960,358,1772486,20,163932,725,3460139,378,1729228
1439,2022/03/06 15:00:00+00,18-49,226,2047186,236,1772722,11,163943,473,3460612,247,1729475
1440,2022/03/07 15:00:00+00,18-49,479,2047665,423,1773145,23,163966,925,3461537,446,1729921
1441,2022/03/08 15:00:00+00,18-49,540,2048205,486,1773631,29,163995,1055,3462592,515,1730436
1442,2022/03/09 15:00:00+00,18-49,455,2048660,420,1774051,33,164028,908,3463500,453,1730889
1443,2022/03/10 15:00:00+00,18-49,451,2049111,433,1774484,17,164045,901,3464401,450,1731339
1444,2022/03/11 15:00:00+00,18-49,511,2049622,538,1775022,17,164062,1066,3465467,555,1731894
1445,2022/03/12 15:00:00+00,18-49,208,2049830,245,1775267,4,164066,457,3465924,249,1732143
1446,2022/03/13 15:00:00+00,18-49,196,2050026,207,1775474,9,164075,412,3466336,216,1732359
1447,2022/03/14 15:00:00+00,18-49,438,2050464,292,1775766,18,164093,748,3467084,310,1732669
1448,2022/03/15 15:00:00+00,18-49,408,2050872,378,1776144,15,164108,801,3467885,393,1733062
1449,2022/03/16 15:00:00+00,18-49,426,2051298,387,1776531,30,164138,843,3468728,417,1733479
1450,2022/03/17 15:00:00+00,18-49,382,2051680,360,1776891,19,164157,761,3469489,379,1733858
1451,2022/03/18 15:00:00+00,18-49,479,2052159,402,1777293,24,164181,905,3470394,426,1734284
1452,2022/03/19 15:00:00+00,18-49,247,2052406,236,1777529,24,164205,507,3470901,260,1734544
1453,2022/03/20 15:00:00+00,18-49,165,2052571,133,1777662,8,164213,306,3471207,141,1734685
1454,2022/03/21 15:00:00+00,18-49,405,2052976,335,1777997,23,164236,763,3471970,358,1735043
1455,2022/03/22 15:00:00+00,18-49,397,2053373,410,1778407,15,164251,822,3472792,425,1735468
1456,2022/03/23 15:00:00+00,18-49,380,2053753,338,1778745,21,164272,739,3473531,359,1735827
1457,2022/03/24 15:00:00+00,18-49,375,2054128,422,1779167,21,164293,818,3474349,443,1736270
1458,2022/03/25 15:00:00+00,18-49,386,2054514,336,1779503,24,164317,746,3475095,360,1736630
1459,2022/03/26 15:00:00+00,18-49,242,2054756,180,1779683,14,164331,436,3475531,194,1736824
1460,2022/03/27 15:00:00+00,18-49,147,2054903,133,1779816,18,164349,298,3475829,151,1736975
1461,2022/03/28 15:00:00+00,18-49,369,2055272,265,1780081,20,164369,654,3476483,285,1737260
1462,2022/03/29 15:00:00+00,18-49,394,2055666,298,1780379,19,164388,711,3477194,317,1737577
1463,2022/03/30 15:00:00+00,18-49,420,2056086,279,1780658,20,164408,719,3477913,299,1737876
1464,2022/03/31 15:00:00+00,18-49,384,2056470,302,1780960,18,164426,704,3478617,320,1738196
1465,2022/04/01 15:00:00+00,18-49,370,2056840,279,1781239,21,164447,670,3479287,300,1738496
1466,2022/04/02 15:00:00+00,18-49,215,2057055,172,1781411,16,164463,403,3479690,188,1738684
1467,2021/11/13 15:00:00+00,50-64,500,979133,251,910829,32,96913,783,1661680,283,883605
1468,2021/11/14 15:00:00+00,50-64,344,979477,176,911005,14,96927,534,1662214,190,883795
1469,2021/11/15 15:00:00+00,50-64,755,980232,461,911466,57,96984,1273,1663487,518,884313
1470,2021/11/16 15:00:00+00,50-64,864,981096,462,911928,61,97045,1387,1664874,523,884836
1471,2021/11/17 15:00:00+00,50-64,793,981889,462,912390,76,97121,1331,1666205,538,885374
1472,2021/11/18 15:00:00+00,50-64,896,982785,478,912868,76,97197,1450,1667655,554,885928
1473,2021/11/19 15:00:00+00,50-64,1094,983879,553,913421,103,97300,1750,1669405,656,886584
1474,2021/11/20 15:00:00+00,50-64,633,984512,254,913675,52,97352,939,1670344,306,886890
1475,2021/11/21 15:00:00+00,50-64,454,984966,179,913854,26,97378,659,1671003,205,887095
1476,2021/11/22 15:00:00+00,50-64,1108,986074,460,914314,61,97439,1629,1672632,521,887616
1477,2021/11/23 15:00:00+00,50-64,1080,987154,429,914743,51,97490,1560,1674192,480,888096
1478,2021/11/24 15:00:00+00,50-64,875,988029,351,915094,54,97544,1280,1675472,405,888501
1479,2021/11/25 15:00:00+00,50-64,33,988062,8,915102,4,97548,45,1675517,12,888513
1480,2021/11/26 15:00:00+00,50-64,815,988877,366,915468,31,97579,1212,1676729,397,888910
1481,2021/11/27 15:00:00+00,50-64,559,989436,182,915650,34,97613,775,1677504,216,889126
1482,2021/11/28 15:00:00+00,50-64,401,989837,141,915791,24,97637,566,1678070,165,889291
1483,2021/11/29 15:00:00+00,50-64,859,990696,351,916142,52,97689,1262,1679332,403,889694
1484,2021/11/30 15:00:00+00,50-64,961,991657,430,916572,68,97757,1459,1680791,498,890192
1485,2021/12/01 15:00:00+00,50-64,1256,992913,459,917031,84,97841,1799,1682590,543,890735
1486,2021/12/02 15:00:00+00,50-64,1163,994076,442,917473,74,97915,1679,1684269,516,891251
1487,2021/12/03 15:00:00+00,50-64,1293,995369,525,917998,75,97990,1893,1686162,600,891851
1488,2021/12/04 15:00:00+00,50-64,725,996094,228,918226,42,98032,995,1687157,270,892121
1489,2021/12/05 15:00:00+00,50-64,452,996546,161,918387,26,98058,639,1687796,187,892308
1490,2021/12/06 15:00:00+00,50-64,1098,997644,396,918783,52,98110,1546,1689342,448,892756
1491,2021/12/07 15:00:00+00,50-64,1032,998676,400,919183,76,98186,1508,1690850,476,893232
1492,2021/12/08 15:00:00+00,50-64,1074,999750,343,919526,82,98268,1499,1692349,425,893657
1493,2021/12/09 15:00:00+00,50-64,1001,1000751,357,919883,54,98322,1412,1693761,411,894068
1494,2021/12/10 15:00:00+00,50-64,1092,1001843,422,920305,50,98372,1564,1695325,472,894540
1495,2021/12/11 15:00:00+00,50-64,629,1002472,212,920517,25,98397,866,1696191,237,894777
1496,2021/12/12 15:00:00+00,50-64,385,1002857,136,920653,16,98413,537,1696728,152,894929
